publisher,isbn10,isbn13,title,language,pub_year,book_id,authors,genre_list,img_url,description
Penguin Books,0141001461,9780141001463,Downfall: The End of the Imperial Japanese Empire,,2001,4998,Richard B. Frank,"World War II,Military History,Cultural,American History,Japan,Military,War,Non Fiction,History",https://d.gr-assets.com/books/1388366272l/4998.jpg,"In a riveting narrative that includes information from newly declassified documents, acclaimed historian Richard B. Frank gives a scrupulously detailed explanation of the critical months leading up to the dropping of the atomic bomb. Frank explains how American leaders learned in the summer of 1945 that their alternate strategy to end the war by invasion had been shatteredIn a riveting narrative that includes information from newly declassified documents, acclaimed historian Richard B. Frank gives a scrupulously detailed explanation of the critical months leading up to the dropping of the atomic bomb. Frank explains how American leaders learned in the summer of 1945 that their alternate strategy to end the war by invasion had been shattered by the massive Japanese buildup on Kyushu, and that intercepted diplomatic documents also revealed the dismal prospects of negotiation. Here also, for the first time, is a comprehensive account of how Japan's leaders were willing to risk complete annihilation to preserve the nation's existing order. Frank's comprehensive account demolishes long-standing myths with the stark realities of this great historical controversy."
Pegasus,1605980404,9781605980409,Atomic Awakening: A New Look at the History and Future of Nuclear Power,,2009,6600498,James A. Mahaffey,"Science,Physics,Non Fiction,History",https://d.gr-assets.com/books/1347336180l/6600498.jpg,"The American public's introduction to nuclear technology was manifested in destruction and death. With Hiroshima and the Cold War still ringing in our ears, our perception of all things nuclear is seen through the lens of weapons development. Nuclear power is full of mind-bending theories, deep secrets, and the misdirection of public consciousness, some deliberate, some acThe American public's introduction to nuclear technology was manifested in destruction and death. With Hiroshima and the Cold War still ringing in our ears, our perception of all things nuclear is seen through the lens of weapons development. Nuclear power is full of mind-bending theories, deep secrets, and the misdirection of public consciousness, some deliberate, some accidental. The result of this fixation on bombs and fallout is that the development of a non-polluting, renewable energy source stands frozen in time.It has been said that if gasoline were first used to make napalm bombs, we would all be driving electric cars. Our skewed perception of nuclear power is what makes James Mahaffey's new look at the extraordinary paradox of nuclear power so compelling. From medieval alchemy to Marie curie, Albert Einstein, and the Manhattan Project, atomic science is far from the spawn of a wicked weapons program. The discovery that the atom can be split brought forth the ultimate puzzle of the modern age: Now that the energy of the universe is available to us, how do we use it? For death and destruction? Or as a fuel for our society that has minimal impact on the environment and future generations?Outlining nuclear energy's discovery and applications throughout history, Mahaffey's brilliant and accessible book is essential to understanding the astounding phenomenon of nuclear power in an age where renewable energy and climate change have become the defining concerns of the twenty-first century."
Basic Books,0465016774,9780465016778,Disturbing the Universe,,1981,134225,Freeman Dyson,"Autobiography,Astronomy,Science,Philosophy,Non Fiction,History Of Science,Physics,Memoir,Biography,History",https://d.gr-assets.com/books/1387755237l/134225.jpg,"Spanning the years from World War II, when he was a civilian statistician in the operations research section of the Royal Air Force Bomber Command, through his studies with Hans Bethe at Cornell University, his early friendship with Richard Feynman, and his postgraduate work with J. Robert Oppenheimer, Freeman Dyson has composed an autobiography unlike any other. Dyson evoSpanning the years from World War II, when he was a civilian statistician in the operations research section of the Royal Air Force Bomber Command, through his studies with Hans Bethe at Cornell University, his early friendship with Richard Feynman, and his postgraduate work with J. Robert Oppenheimer, Freeman Dyson has composed an autobiography unlike any other. Dyson evocatively conveys the thrill of a deep engagement with the world-be it as scientist, citizen, student, or parent. Detailing a unique career not limited to his groundbreaking work in physics, Dyson discusses his interest in minimizing loss of life in war, in disarmament, and even in thought experiments on the expansion of our frontiers into the galaxies."
Harper Perennial,0060910305,9780060910303,Starship & the Canoe,,1983,662107,Kenneth Brower,"Autobiography,Science,Philosophy,Adventure,Non Fiction,Memoir,Biography,History",https://d.gr-assets.com/books/1387716194l/662107.jpg,"The story of a father and son who search for life's meaning in very different ways. ""In the tradition of Carl Sagan and John McPhee, a bracing cerebral voyage past intergalactic hoopla and backwoods retreats.""--Kirkus Reviews"
Doubleday,0385524374,9780385524377,The Dead Hand: The Untold Story of the Cold War Arms Race and its Dangerous Legacy,,2009,6623920,David E. Hoffman,"Military History,Science,Russia,Cultural,American History,Historical,Politics,Military,War,Non Fiction,History",https://d.gr-assets.com/books/1320419175l/6623920.jpg,"“A tour de force of investigative history.” —Steve CollThe Dead Hand is the suspense-filled story of the people who sought to brake the speeding locomotive of the arms race, then rushed to secure the nuclear and biological weapons left behind by the collapse of the Soviet Union—a dangerous legacy that haunts us even today.The Cold War was an epoch of massive overkill. In t“A tour de force of investigative history.” —Steve CollThe Dead Hand is the suspense-filled story of the people who sought to brake the speeding locomotive of the arms race, then rushed to secure the nuclear and biological weapons left behind by the collapse of the Soviet Union—a dangerous legacy that haunts us even today.The Cold War was an epoch of massive overkill. In the last half of the twentieth century the two superpowers had perfected the science of mass destruction and possessed nuclear weapons with the combined power of a million Hiroshimas. What’s more, a Soviet biological warfare machine was ready to produce bacteria and viruses to sicken and kill millions. In The Dead Hand, a thrilling narrative history drawing on new archives and original research and interviews, David E. Hoffman reveals how presidents, scientists, diplomats, soldiers, and spies confronted the danger and changed the course of history. The Dead Hand captures the inside story in both the United States and the Soviet Union, giving us an urgent and intimate account of the last decade of the arms race. With access to secret Kremlin documents, Hoffman chronicles Soviet internal deliberations that have long been hidden. He reveals that weapons designers in 1985 laid a massive “Star Wars” program on the desk of Soviet leader Mikhail Gorbachev to compete with President Reagan, but Gorbachev refused to build it. He unmasks the cover-up of the Soviet biological weapons program. He tells the exclusive story of one Soviet microbiologist’s quest to build a genetically engineered super-germ—it would cause a mild illness, a deceptive recovery, then a second, fatal attack. And he details the frightening history of the Doomsday Machine, known as the Dead Hand, which would launch a retaliatory nuclear strike if the Soviet leaders were wiped out. When the Soviet Union collapsed, the dangers remained. Soon rickety trains were hauling unsecured nuclear warheads across the Russian steppe; tons of highly-enriched uranium and plutonium lay unguarded in warehouses; and microbiologists and bomb designers were scavenging for food to feed their families. The Dead Hand offers fresh and startling insights into Reagan and Gorbachev, the two key figures of the end of the Cold War, and draws colorful, unforgettable portraits of many others who struggled, often valiantly, to save the world from the most terrifying weapons known to man."
Penguin Books,0143034766,9780143034766,The Book Nobody Read: Chasing the Revolutions of Nicolaus Copernicus,,2005,1188644,Owen Gingerich,"History,Popular Science,Science,Philosophy,Books About Books,Writing,Biography,Historical,Astronomy,Non Fiction,History Of Science",https://d.gr-assets.com/books/1442712218l/1188644.jpg,"Part biography of a book, part scientific exploration, part bibliographic detective story, The Book Nobody Read recolors the history of cosmology and offers a new appreciation of the enduring power of an extraordinary book and its ideas. Prodded by Arthur Koestler's claim that when it was first published nobody read Copernicus's De revolutionibus, in which Copernicus firstPart biography of a book, part scientific exploration, part bibliographic detective story, The Book Nobody Read recolors the history of cosmology and offers a new appreciation of the enduring power of an extraordinary book and its ideas. Prodded by Arthur Koestler's claim that when it was first published nobody read Copernicus's De revolutionibus, in which Copernicus first suggested that the sun, not the earth, was the center of the universe, renowned astro-historian Owen Gingerich embarked on a three-decade-long quest to see in person all six hundred extant copies of the first and second editions of De revolutionibus, including those owned and annotated by Galileo and Kepler. Tracing the ownership of individual copies through the hands of saints, heretics, scalawags, and bibliomaniacs, Gingerich proves conclusively four and a half centuries after its publication, that De revolutionibus was as inspirational as it was revolutionary."
Penguin Books,0143038273,9780143038276,The Cold War: A New History,,2006,28432,John Lewis Gaddis,"School,European History,War,Academic,Cultural,American History,Military,World History,Politics,Russia,Non Fiction,History",https://d.gr-assets.com/books/1388529266l/28432.jpg,"The “dean of Cold War historians” (The New York Times) now presents the definitive account of the global confrontation that dominated the last half of the twentieth century. Drawing on newly opened archives and the reminiscences of the major players, John Lewis Gaddis explains not just what happened but why—from the months in 1945 when the U.S. and the U.S.S.R. went from aThe “dean of Cold War historians” (The New York Times) now presents the definitive account of the global confrontation that dominated the last half of the twentieth century. Drawing on newly opened archives and the reminiscences of the major players, John Lewis Gaddis explains not just what happened but why—from the months in 1945 when the U.S. and the U.S.S.R. went from alliance to antagonism to the barely averted holocaust of the Cuban Missile Crisis to the maneuvers of Nixon and Mao, Reagan and Gorbachev. Brilliant, accessible, almost Shakespearean in its drama, The Cold War stands as a triumphant summation of the era that, more than any other, shaped our own."
Simon ,0743217721,9780743217729,"Carry Me Home: Birmingham, Alabama: The Climactic Battle of the Civil Rights Revolution",,2002,214240,Diane McWhorter,"Autobiography,Literature,Biography,United States,American,Race,Non Fiction,Historical,Politics,Memoir,American History,History",https://d.gr-assets.com/books/1438923469l/214240.jpg,"""The Year of Birmingham,"" 1963, was a cataclysmic turning point in America's long civil rights struggle. That spring, child demonstrators faced down police dogs and fire hoses in huge nonviolent marches for desegregation. A few months later, Ku Klux Klansmen retaliated by bombing the Sixteenth Street Baptist Church and killing four young black girls. Diane McWhorter, journ""The Year of Birmingham,"" 1963, was a cataclysmic turning point in America's long civil rights struggle. That spring, child demonstrators faced down police dogs and fire hoses in huge nonviolent marches for desegregation. A few months later, Ku Klux Klansmen retaliated by bombing the Sixteenth Street Baptist Church and killing four young black girls. Diane McWhorter, journalist and daughter of a prominent Birmingham family, weaves together police and FBI documents, interviews with black activists and former Klansmen, and personal memories into an extraordinary narrative of the city, the personalities, and the events that brought about America's second emancipation."
Holt Paperbacks,0805080015,9780805080018,Imperial Reckoning: The Untold Story of Britain's Gulag in Kenya,,2005,197327,Caroline Elkins,"School,Politics,Africa,European Literature,British Literature,Academic,Cultural,Historical,Kenya,World History,Non Fiction,History",https://d.gr-assets.com/books/1438636901l/197327.jpg,"Britain fought in the Second World War to save the world from fascism. But just a few years after the defeat of Hitler came the Mau Mau uprising in Kenya - a mass armed rebellion by the Kikuyu people, demanding the return of their land and freedom. The draconian response of Britain's colonial government was to detain nearly the entire Kikuyu population of one-and-a half-miBritain fought in the Second World War to save the world from fascism. But just a few years after the defeat of Hitler came the Mau Mau uprising in Kenya - a mass armed rebellion by the Kikuyu people, demanding the return of their land and freedom. The draconian response of Britain's colonial government was to detain nearly the entire Kikuyu population of one-and-a half-million - to hold them in camps or confine them in villages ringed with barbed wire - and to portray them as sub-human savages.From 1952 until the end of the war in 1960 tens of thousands of detainees - and possibly a hundred thousand or more - died from the combined effects of exhaustion, disease, starvation and systemic physical brutality. Until now these events have remained untold, largely because the British government in Kenya destroyed most of its files. For the last eight years Caroline Elkins has conducted exhaustive research to piece together the story, unearthing reams of documents and interviewing several hundred Kikuyu survivors.Britain's Gulag reveals what happened inside Kenya's detention camps, as well as the efforts to conceal the truth. Now, for the first time, we can understand the full savagery of the Mau Mau war and the ruthless determination with which Britain sought to control its empire."
Oxford University Press,0192801783,9780192801784,The Cold War: A Very Short Introduction,,2003,212055,Robert J. McMahon,"Reference,Textbooks,Academic,Politics,War,Non Fiction,History",https://d.gr-assets.com/books/1386924344l/212055.jpg,"The massive disorder and economic ruin following the Second World War inevitably predetermined the scope and intensity of the Cold War. But why did it last so long? And what impact did it have on the United States, the Soviet Union, Europe, and the Third World? Finally, how did it affect the broader history of the second half of the twentieth century--what were the human aThe massive disorder and economic ruin following the Second World War inevitably predetermined the scope and intensity of the Cold War. But why did it last so long? And what impact did it have on the United States, the Soviet Union, Europe, and the Third World? Finally, how did it affect the broader history of the second half of the twentieth century--what were the human and financial costs? This Very Short Introduction provides a clear and stimulating interpretive overview of the Cold War, one that will both invite debate and encourage deeper investigation. About the Series: Combining authority with wit, accessibility, and style, Very Short Introductions offer an introduction to some of life's most interesting topics. Written by experts for the newcomer, they demonstrate the finest contemporary thinking about the central problems and issues in hundreds of key topics, from philosophy to Freud, quantum theory to Islam."
Knopf,0375414134,9780375414138,Arsenals of Folly: The Making of the Nuclear Arms Race,,2007,461353,Richard Rhodes,"Politics,Science,American,Literature,American History,Military History,Military,War,Non Fiction,History",https://d.gr-assets.com/books/1320502526l/461353.jpg,"From the Pulitzer Prize–winning author of The Making of the Atomic Bomb: the story of the entire postwar superpower arms race, climaxing during the Reagan-Gorbachev decade when the United States and the Soviet Union came within scant hours of nuclear war—and then nearly agreed to abolish nuclear weapons.In a narrative that reads like a thriller, Rhodes reveals how the ReagFrom the Pulitzer Prize–winning author of The Making of the Atomic Bomb: the story of the entire postwar superpower arms race, climaxing during the Reagan-Gorbachev decade when the United States and the Soviet Union came within scant hours of nuclear war—and then nearly agreed to abolish nuclear weapons.In a narrative that reads like a thriller, Rhodes reveals how the Reagan administration’s unprecedented arms buildup in the early 1980s led ailing Soviet leader Yuri Andropov to conclude that Reagan must be preparing for a nuclear war. In the fall of 1983, when NATO staged a larger than usual series of field exercises that included, uniquely, a practice run-up to a nuclear attack, the Soviet military came very close to launching a defensive first strike on Europe and North America. With Soviet aircraft loaded with nuclear bombs warming up on East German runways, U.S. intelligence organizations finally realized the danger. Then Reagan, out of deep conviction, launched the arms-reduction campaign of his second presidential term and set the stage for his famous 1986 summit meeting with Gorbachev in Reykjavik, Iceland, and the breakthroughs that followed.Rhodes reveals the early influence of neoconservatives and right-wing figures such as Richard Perle, Donald Rumsfeld, Dick Cheney, and Paul Wolfowitz. We see how Perle in particular sabotaged the Reykjavik meeting by convincing Reagan that mutual nuclear disarmament meant giving up his cherished dream of strategic defense (the Star Wars system). Rhodes’s detailed exploration of these and other events constitutes a prehistory of the neoconservatives, demonstrating that the manipulation of government and public opinion with fake intelligence and threat inflation that the administration of George W. Bush has used to justify the current “war on terror” and the disastrous invasion of Iraq were developed and applied in the Reagan era and even before.Drawing on personal interviews with both Soviet and U.S. participants, and on a wealth of new documentation, memoir literature, and oral history that has become available only in the past ten years, Rhodes recounts what actually happened in the final years of the Cold War that led to its dramatic end. The story is new, compelling, and continually surprising—a revelatory re-creation of a hugely important era of our recent history."
Mountaineers Books,0898868343,9780898868340,Staying Alive in Avalanche Terrain,,2001,1924,Bruce Tremper,Non Fiction,https://d.gr-assets.com/books/1388789154l/1924.jpg,"Written by the director of the Utah Avalanche Center, thisbook will teach you how to recognise dangerous snowconditions, and what to do if you are in avalanche terrain."
Hutchinson Radius,0091796660,9780091796662,"One Minute to Midnight: Kennedy, Khrushchev and Castro on the Brink of Nuclear War",,2008,2606779,Michael  Dobbs,"World History,Military History,Russia,Cultural,Non Fiction,Historical,Military,Politics,War,American History,History",https://d.gr-assets.com/books/1332829441l/2606779.jpg,"In October 1962, at the height of the Cold War, the United States and the Soviet Union appeared to be sliding inexorably toward a nuclear conflict over the placement of missiles in Cuba. Veteran ""Washington Post"" reporter Michael Dobbs has pored over previously untapped American, Soviet, and Cuban sources to produce the most authoritative book yet on the Cuban missile crisIn October 1962, at the height of the Cold War, the United States and the Soviet Union appeared to be sliding inexorably toward a nuclear conflict over the placement of missiles in Cuba. Veteran ""Washington Post"" reporter Michael Dobbs has pored over previously untapped American, Soviet, and Cuban sources to produce the most authoritative book yet on the Cuban missile crisis. In his hour-by-hour chronicle of those near-fatal days, Dobbs reveals some startling new incidents that illustrate how close we came to Armageddon. Here, for the first time, are gripping accounts of Khrushchev's plan to destroy the U.S. naval base at Guantanamo; the accidental overflight of the Soviet Union by an American spy plane; the movement of Soviet nuclear warheads around Cuba during the tensest days of the crisis; the activities of CIA agents inside Cuba; and the crash landing of an American F-106 jet with a live nuclear weapon on board. Dobbs takes us inside the White House and the Kremlin as Kennedy and Khrushchev--rational, intelligent men separated by an ocean of ideological suspicion--agonize over the possibility of war. He shows how these two leaders recognized the terrifying realities of the nuclear age while Castro--never swayed by conventional political considerations--demonstrated the messianic ambition of a man selected by history for a unique mission. As the story unfolds, Dobbs brings us onto the decks of American ships patrolling Cuba; inside sweltering Soviet submarines and missile units as they ready their warheads; and onto the streets of Miami, where anti-Castro exiles plot the dictator's overthrow. Based on exhaustive new research and told in breathtaking prose, here is ariveting account of history's most dangerous hours, full of lessons for our time."
Lerner Publications,0822533898,9780822533894,J.K.Rowling,,2005,1999,Colleen Sexton,"Non Fiction,Biography",https://d.gr-assets.com/books/1159411337l/1999.jpg,"J. K. Rowling wrote her first story at age six. From then on, writing was her passion. In 1990, an idea popped into her head that changed her life. She envisioned an orphaned Harry Potter, who learns he is a wizard. Rowling began to write amazing tales and became one of the world's most famous authors."
Scribner,1416558454,9781416558453,The Year that Changed the World: The Untold Story Behind the Fall of the Berlin Wall,,2009,6637757,Michael R.  Meyer,"School,European History,Academic,Cultural,Germany,Politics,Non Fiction,History",https://d.gr-assets.com/books/1348844298l/6637757.jpg,"On the twentieth anniversary of the fall of the Berlin Wall, Michael Meyer provides a riveting eyewitness account of the collapse of communism in Eastern Europe that brilliantly rewrites our conventional understanding of how the Cold War came to an end and holds important lessons for America's current geopolitical challenges."" Mr. Gorbachev, tear down this wall!"" PresidentOn the twentieth anniversary of the fall of the Berlin Wall, Michael Meyer provides a riveting eyewitness account of the collapse of communism in Eastern Europe that brilliantly rewrites our conventional understanding of how the Cold War came to an end and holds important lessons for America's current geopolitical challenges."" Mr. Gorbachev, tear down this wall!"" President Ronald Reagan's famous exhortation when visiting Berlin in 1987 has long been widely cited as the clarion call that brought the Cold War to an end. The United States won, so this version of history goes, because Ronald Reagan stood firm against the USSR; American resoluteness brought the evil empire to its knees.Michael Meyer, who was there at the time as a Newsweek bureau chief, begs to differ.In this extraordinarily compelling account of the revolutions that roiled Eastern Europe in 1989, he shows that American intransigence was only one of many factors that provoked world-shaking change. Meyer draws together breathtakingly vivid, on-the-ground accounts of the rise of the Solidarity movement in Poland, the stealth opening of the Hungarian border, the Velvet Revolution in Prague and the collapse of the infamous wall in Berlin. But the most important events, Meyer contends, occurred secretly, in the heroic stands taken by individuals in the thick of the struggle, leaders such as poet and playwright Vaclav Havel in Prague; the Baltic shipwright Lech Walesa; the quietly determined reform prime minister in Budapest, Miklos Nemeth; and the man who privately realized that his empire was already lost, and decided -- with courage and intelligence -- to let it go in peace,Soviet general secretary of the communist party, Mikhail Gorbachev.Reporting for Newsweek from the frontlines in Eastern Europe, Meyer spoke to these players and countless others. Alongside their deliberate interventions were also the happenstance and human error of history that are always present when events accelerate to breakneck speed. Meyer captures these heady days in all of their rich drama and unpredictability. In doing so he provides not just a thrilling chronicle of the most important year of the twentieth century but also a crucial refutation of American political mythology and a triumphal misunderstanding of history that seduced the United States into many of the intractable conflicts it faces today. The Year That Changed the World will change not only how we see the past, but also our understanding of America's future."
Oxford Paperbacks,0192853880,9780192853882,Politics: A Very Short Introduction,,2000,132895,Kenneth Minogue,"Reference,Textbooks,Philosophy,Political Science,Politics,Non Fiction,History",https://d.gr-assets.com/books/1410129119l/132895.jpg,"In A Very Short Introduction to Politics, Kenneth Minogue begins with a discussion of issues arising from a historical account of politics, and goes on to offer chapters dealing with the Ancient Greeks and the idea of citizenship; Roman law; medieval Christianity and individualism; freedom since Machiavelli and Hobbes; the challenge of ideologies; democracy, oligarchy, andIn A Very Short Introduction to Politics, Kenneth Minogue begins with a discussion of issues arising from a historical account of politics, and goes on to offer chapters dealing with the Ancient Greeks and the idea of citizenship; Roman law; medieval Christianity and individualism; freedom since Machiavelli and Hobbes; the challenge of ideologies; democracy, oligarchy, and bureaucracy; power and order in modern society; and politics in the West. About the Series: Combining authority with wit, accessibility, and style, Very Short Introductions offer an introduction to some of life's most interesting topics. Written by experts for the newcomer, they demonstrate the finest contemporary thinking about the central problems and issues in hundreds of key topics, from philosophy to Freud, quantum theory to Islam"
Oxford University Press,0192853848,9780192853844,Theology: A Very Short Introduction,,2000,784175,David F. Ford,"Christian,Religion,Philosophy,Christianity,Spirituality,Theology,Non Fiction",https://d.gr-assets.com/books/1348064510l/784175.jpg,"This book offers a concise and original introduction to the whole of the theological discipline. Writing with a focus on Christianity, David Ford provides a trenchant and balanced discussion of the study of faith and religion. He describes the development of the field of theology, and explores such issues as knowledge, community, worship, salvation, God, prayer, and evil.This book offers a concise and original introduction to the whole of the theological discipline. Writing with a focus on Christianity, David Ford provides a trenchant and balanced discussion of the study of faith and religion. He describes the development of the field of theology, and explores such issues as knowledge, community, worship, salvation, God, prayer, and evil. Ford also weaves the idea of the quest for wisdom into the entire fabric of his discussion, and concludes with a look ahead to the theology of the next century. Theology: A Very Short Introduction tackles the questions raised by and about religion in a thought-provoking and engaging manner. About the Series: Combining authority with wit, accessibility, and style, Very Short Introductions offer an introduction to some of life's most interesting topics. Written by experts for the newcomer, they demonstrate the finest contemporary thinking about the central problems and issues in hundreds of key topics, from philosophy to Freud, quantum theory to Islam."
Three Rivers Press ,0767907434,9780767907439,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,,2003,1815,"Lee Fukui,Daniel Pinchbeck","Occult,Psychology,Religion,Science,Travel,Philosophy,Magick,Anthropology,Spirituality,Biography,Non Fiction",https://d.gr-assets.com/books/1352498243l/1815.jpg,"A dazzling work of personal travelogue and cultural criticism that ranges from the primitive to the postmodern in a quest for the promise and meaning of the psychedelic experience. ""While psychedelics of all sorts are demonized in America today, the visionary compounds found in plants are the spiritual sacraments of tribal cultures around the world. From the iboga of the BA dazzling work of personal travelogue and cultural criticism that ranges from the primitive to the postmodern in a quest for the promise and meaning of the psychedelic experience. ""While psychedelics of all sorts are demonized in America today, the visionary compounds found in plants are the spiritual sacraments of tribal cultures around the world. From the iboga of the Bwiti in Gabon, to the Mazatecs of Mexico, these plants are sacred because they awaken the mind to other levels of awareness--to a holographic vision of the universe. ""Breaking Open the Head"" is a passionate, multilayered, and sometimes rashly personal inquiry into this deep division. On one level, Daniel Pinchbeck tells the story of the encounters between the modern consciousness of the West and these sacramental substances, including such thinkers as Allen Ginsberg, Antonin Artaud, Walter Benjamin, and Terence McKenna, and a new underground of present-day ethnobotanists, chemists, psychonauts, and philosophers. It is also a scrupulous recording of the author's wide-ranging investigation with these outlaw compounds, including a thirty-hour tribal initiation in West Africa; an all-night encounter with the master shamans of the South American rain forest; and a report from a psychedelic utopia in the Black Rock Desert that is the Burning Man Festival. ""Breaking Open the Head"" is brave participatory journalism at its best, a vivid account of psychic and intellectual experiences that opened doors in the wall of Western rationalism and completed Daniel Pinchbeck's personal transformation from a jaded Manhattan journalist to shamanic initiate and grateful citizen of the cosmos. ""From the Hardcover edition."
"Farrar,and Giroux",0374518734,9780374518738,Annals of the Former World,,1999,78,John McPhee,"Nature,Science,Travel,Geology,Writing,Environment,Natural History,Essays,Geography,Science Nature,Non Fiction,History",https://d.gr-assets.com/books/1386924382l/78.jpg,"The Pulitzer Prize-winning view of the continent, across the fortieth parallel and down through 4.6 billion yearsTwenty years ago, when John McPhee began his journeys back and forth across the United States, he planned to describe a cross section of North America at about the fortieth parallel and, in the process, come to an understanding not only of the science but of theThe Pulitzer Prize-winning view of the continent, across the fortieth parallel and down through 4.6 billion yearsTwenty years ago, when John McPhee began his journeys back and forth across the United States, he planned to describe a cross section of North America at about the fortieth parallel and, in the process, come to an understanding not only of the science but of the style of the geologists he traveled with. The structure of the book never changed, but its breadth caused him to complete it in stages, under the overall title Annals of the Former World.Like the terrain it covers, Annals of the Former World tells a multilayered tale, and the reader may choose one of many paths through it. As clearly and succinctly written as it is profoundly informed, this is our finest popular survey of geology and a masterpiece of modern nonfiction.Annals of the Former World is the winner of the 1999 Pulitzer Prize for Nonfiction."
Picador,0312424930,9780312424930,Balkan Ghosts: A Journey Through History,,2005,33690,Robert D. Kaplan,"Travel,European History,Journalism,Writing,Historical,World History,Politics,Travelogue,War,Non Fiction,History",https://d.gr-assets.com/books/1393645046l/33690.jpg,"From the assassination that triggered World War I to the ethnic warfare in Serbia, Bosnia, and Croatia, the Balkans have been the crucible of the twentieth century, the place where terrorism and genocide first became tools of policy. Chosen as one of the Best Books of the Year by The New York Times, and greeted with critical acclaim as ""the most insightful and timely workFrom the assassination that triggered World War I to the ethnic warfare in Serbia, Bosnia, and Croatia, the Balkans have been the crucible of the twentieth century, the place where terrorism and genocide first became tools of policy. Chosen as one of the Best Books of the Year by The New York Times, and greeted with critical acclaim as ""the most insightful and timely work on the Balkans to date"" (The Boston Globe), Kaplan's prescient, enthralling, and often chilling political travelogue is already a modern classic.This new edition includes six opinion pieces written by Robert Kaplan about the Balkans between l996 and 2000 beginning just after the implementation of the Dayton Peace Accords and ending after the conclusion of the Kosovo war, with the removal of Slobodan Milosevic from power."
Modern Library,0375756728,9780375756726,Little Women,,2001,1942,"Susan Cheever,Louisa May Alcott,Shawn Shimpach,John Matteson","Young Adult,Childrens,Novels,Classic Literature,Fiction,Romance,Literature,Historical,Historical Fiction,Classics",https://d.gr-assets.com/books/1320473837l/1942.jpg,"Introduction by Susan CheeverCommentary by G. K. Chesterton, Katherine Fullerton Gerould, and Madeleine B. Stern It is no surprise that Little Women, the adored classic of four devoted sisters, was loosely based on Louisa May Alcott’s own life. In fact, Alcott drew from her own personality to create a heroine unlike any seen before: Jo, willful, headstrong, and undoubtedlyIntroduction by Susan CheeverCommentary by G. K. Chesterton, Katherine Fullerton Gerould, and Madeleine B. Stern It is no surprise that Little Women, the adored classic of four devoted sisters, was loosely based on Louisa May Alcott’s own life. In fact, Alcott drew from her own personality to create a heroine unlike any seen before: Jo, willful, headstrong, and undoubtedly the backbone of the March family. Follow the sisters from innocent adolescence to sage adulthood, with all the joy and sorrow of life in between, and fall in love with them and this endearing story. Praised by Madeleine Stern as “a book on the American home, and hence universal in its appeal,” Little Women has been an avidly read tale for generations. This Modern Library edition includes notes that offer more description and insight than those of previous editions. Includes a Modern Library Reading Group Guide"
Houghton Mifflin Harcourt,0618884688,9780618884681,The Edge of Physics: A Journey to Earth's Extremes to Unlock the Secrets of the Universe,,2010,6898420,Anil Ananthaswamy,"Science,Astronomy,Physics,Non Fiction,History Of Science",https://d.gr-assets.com/books/1348231861l/6898420.jpg,"In this deeply original book, science writer Anil Ananthaswamy sets out in search of the telescopes and detectors that promise to answer the biggest questions in modern cosmology. Why is the universe expanding at an ever faster rate? What is the nature of the ""dark matter"" that makes up almost a quarter of the universe? Why does the universe appear fine-tuned for life? AreIn this deeply original book, science writer Anil Ananthaswamy sets out in search of the telescopes and detectors that promise to answer the biggest questions in modern cosmology. Why is the universe expanding at an ever faster rate? What is the nature of the ""dark matter"" that makes up almost a quarter of the universe? Why does the universe appear fine-tuned for life? Are there others besides our own?Ananthaswamy soon finds himself at the ends of the earth—in remote and sometimes dangerous places. Take the Atacama Desert in the Chilean Andes, one of the coldest, driest places on the planet, where not even a blade of grass can survive. Its spectacularly clear skies and dry atmosphere allow astronomers to gather brilliant images of galaxies billions of light-years away. Ananthaswamy takes us inside the European Southern Observatory’s Very Large Telescope on Mount Paranal, where four massive domes open to the sky each night ""like dragons waking up.""He also takes us deep inside an abandoned iron mine in Minnesota, where half-mile-thick rock shields physicists as they hunt for elusive dark matter particles. And to the East Antarctic Ice Sheet, where engineers are drilling 1.5 miles into the clearest ice on the planet. They’re building the world’s largest neutrino detector, which could finally help reconcile quantum physics with Einstein’s theory of general relativity.The stories of the people who work at these and other dramatic research sites—from Lake Baikal in Siberia to the Indian Astronomical Observatory in the Himalayas to the subterranean lair of the Large Hadron Collider—make for a compelling new portrait of the universe and our quest to understand it. An atmospheric, engaging, and illuminating read, The Edge of Physics depicts science as a human process, bringing cosmology back down to earth in the most vivid terms."
